date,YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,TMEAN,WIND_SPEED,WIND_DIRECTION,RH,dengue,Cases,searches
2010-01-01,2010,1,1,0.0,31.0,22.3,26.7,1.0,140.0,74.0,18.0,12.0,12.0
2010-01-02,2010,1,2,0.0,31.4,22.8,27.1,1.0,350.0,76.0,17.93548387096774,8.0,11.870967741935484
2010-01-03,2010,1,3,1.0,31.5,24.0,27.8,1.0,360.0,80.0,17.870967741935484,9.0,11.741935483870968
2010-01-04,2010,1,4,0.0,30.3,22.0,26.2,1.0,360.0,83.0,17.806451612903224,5.0,11.612903225806452
2010-01-05,2010,1,5,0.0,31.2,22.4,26.8,1.0,140.0,82.0,17.741935483870968,10.0,11.483870967741936
2010-01-06,2010,1,6,0.0,31.6,21.8,26.7,1.0,270.0,76.0,17.677419354838708,12.0,11.35483870967742
2010-01-07,2010,1,7,0.0,30.7,20.7,25.7,1.0,160.0,80.0,17.612903225806452,13.0,11.225806451612904
2010-01-08,2010,1,8,0.0,31.3,20.2,25.8,1.0,20.0,77.0,17.548387096774192,4.0,11.096774193548388
2010-01-09,2010,1,9,0.0,29.5,23.0,26.3,1.0,220.0,80.0,17.483870967741936,8.0,10.967741935483872
2010-01-10,2010,1,10,0.0,31.0,24.1,27.5,1.0,20.0,80.0,17.419354838709676,7.0,10.838709677419354
2010-01-11,2010,1,11,0.0,31.3,23.6,27.5,1.0,340.0,78.0,17.35483870967742,11.0,10.709677419354838
2010-01-12,2010,1,12,0.0,31.0,23.0,27.0,2.0,360.0,81.0,17.29032258064516,7.0,10.580645161290322
2010-01-13,2010,1,13,0.0,32.0,23.3,27.7,2.0,40.0,69.0,17.225806451612904,9.0,10.451612903225806
2010-01-14,2010,1,14,0.0,29.2,22.9,26.0,2.0,360.0,66.0,17.161290322580644,9.0,10.32258064516129
2010-01-15,2010,1,15,0.0,30.9,20.8,25.9,2.0,20.0,68.0,17.096774193548388,13.0,10.193548387096774
2010-01-16,2010,1,16,0.0,31.5,24.3,27.9,2.0,40.0,69.0,17.032258064516128,12.0,10.064516129032258
2010-01-17,2010,1,17,1.1,31.0,23.1,27.0,1.0,360.0,75.0,16.967741935483872,1.0,9.935483870967742
2010-01-18,2010,1,18,3.0,30.0,22.8,26.4,1.0,20.0,88.0,16.903225806451612,1.0,9.806451612903226
2010-01-19,2010,1,19,0.0,32.6,23.8,28.2,3.0,110.0,76.0,16.838709677419356,8.0,9.67741935483871
2010-01-20,2010,1,20,0.0,31.0,20.1,25.5,1.0,140.0,77.0,16.774193548387096,8.0,9.548387096774194
2010-01-21,2010,1,21,0.0,31.9,18.7,25.3,2.0,270.0,77.0,16.70967741935484,4.0,9.419354838709678
2010-01-22,2010,1,22,0.0,31.3,20.2,25.8,1.0,70.0,70.0,16.64516129032258,4.0,9.290322580645162
2010-01-23,2010,1,23,0.0,30.0,22.3,26.2,1.0,270.0,80.0,16.580645161290324,3.0,9.161290322580646
2010-01-24,2010,1,24,0.0,30.5,20.4,25.5,1.0,180.0,78.0,16.516129032258064,4.0,9.03225806451613
2010-01-25,2010,1,25,0.0,31.5,22.8,27.2,1.0,20.0,76.0,16.451612903225808,5.0,8.903225806451612
2010-01-26,2010,1,26,0.0,31.2,19.7,25.5,1.0,40.0,74.0,16.387096774193548,3.0,8.774193548387096
2010-01-27,2010,1,27,0.0,32.0,20.9,26.5,1.0,40.0,68.0,16.322580645161292,4.0,8.64516129032258
2010-01-28,2010,1,28,0.0,32.7,19.6,26.2,2.0,40.0,68.0,16.258064516129032,9.0,8.516129032258064
2010-01-29,2010,1,29,0.0,31.7,21.4,26.5,1.0,20.0,68.0,16.193548387096776,16.0,8.387096774193548
2010-01-30,2010,1,30,0.0,32.7,21.4,27.0,1.0,60.0,71.0,16.129032258064516,2.0,8.258064516129032
2010-01-31,2010,1,31,0.0,32.0,21.4,26.7,1.0,140.0,74.0,16.06451612903226,6.0,8.129032258064516
2010-02-01,2010,2,1,0.0,31.2,21.4,26.3,1.0,340.0,76.0,16.0,4.0,8.0
2010-02-02,2010,2,2,0.0,33.7,23.0,28.4,1.0,360.0,76.0,15.821428571428571,3.0,7.892857142857143
2010-02-03,2010,2,3,0.0,33.4,18.9,26.2,1.0,140.0,66.0,15.642857142857142,5.0,7.785714285714286
2010-02-04,2010,2,4,0.0,33.1,18.3,25.7,1.0,140.0,63.0,15.464285714285714,3.0,7.678571428571429
2010-02-05,2010,2,5,0.0,33.4,20.6,27.0,2.0,160.0,66.0,15.285714285714286,10.0,7.571428571428571
2010-02-06,2010,2,6,0.0,32.6,21.3,27.0,1.0,160.0,74.0,15.107142857142858,6.0,7.464285714285714
2010-02-07,2010,2,7,0.0,33.5,19.8,26.7,1.0,220.0,68.0,14.928571428571429,4.0,7.357142857142857
2010-02-08,2010,2,8,0.0,33.6,21.3,27.5,1.0,180.0,64.0,14.75,5.0,7.25
2010-02-09,2010,2,9,0.0,33.1,24.3,28.7,2.0,160.0,69.0,14.571428571428571,5.0,7.142857142857143
2010-02-10,2010,2,10,0.0,33.5,23.0,28.3,2.0,140.0,70.0,14.392857142857142,6.0,7.035714285714286
2010-02-11,2010,2,11,0.0,33.4,20.5,27.0,2.0,140.0,62.0,14.214285714285714,2.0,6.928571428571429
2010-02-12,2010,2,12,0.0,33.9,22.3,28.1,2.0,180.0,65.0,14.035714285714286,1.0,6.821428571428571
2010-02-13,2010,2,13,0.0,33.2,24.2,28.7,2.0,90.0,68.0,13.857142857142858,2.0,6.714285714285714
2010-02-14,2010,2,14,0.0,32.2,20.3,26.3,1.0,90.0,72.0,13.678571428571429,1.0,6.607142857142858
2010-02-15,2010,2,15,0.0,32.3,22.9,27.6,1.0,160.0,74.0,13.5,10.0,6.5
2010-02-16,2010,2,16,0.0,32.4,20.8,26.6,1.0,140.0,72.0,13.321428571428571,3.0,6.392857142857143
2010-02-17,2010,2,17,0.0,32.0,19.4,25.7,1.0,90.0,70.0,13.142857142857142,7.0,6.285714285714286
2010-02-18,2010,2,18,0.0,33.5,20.1,26.8,1.0,160.0,66.0,12.964285714285714,3.0,6.178571428571429
2010-02-19,2010,2,19,0.0,33.3,22.1,27.7,2.0,180.0,72.0,12.785714285714286,7.0,6.071428571428571
2010-02-20,2010,2,20,0.0,32.9,22.5,27.7,1.0,320.0,76.0,12.607142857142858,5.0,5.964285714285714
2010-02-21,2010,2,21,0.0,33.6,22.0,27.8,1.0,160.0,72.0,12.428571428571429,7.0,5.857142857142858
2010-02-22,2010,2,22,0.0,34.0,24.3,29.2,1.0,140.0,74.0,12.25,5.0,5.75
2010-02-23,2010,2,23,0.0,33.6,22.6,28.1,2.0,140.0,75.0,12.071428571428571,2.0,5.642857142857143
2010-02-24,2010,2,24,0.0,34.5,22.7,28.6,2.0,140.0,64.0,11.892857142857142,5.0,5.535714285714286
2010-02-25,2010,2,25,0.0,33.9,22.0,28.0,2.0,180.0,67.0,11.714285714285714,4.0,5.428571428571429
2010-02-26,2010,2,26,0.0,33.6,22.1,27.9,2.0,140.0,69.0,11.535714285714286,4.0,5.321428571428571
2010-02-27,2010,2,27,0.0,33.8,21.2,27.5,2.0,180.0,62.0,11.357142857142858,7.0,5.214285714285714
2010-02-28,2010,2,28,0.0,34.2,20.8,27.5,2.0,140.0,65.0,11.178571428571429,3.0,5.107142857142858
2010-03-01,2010,3,1,0.0,33.4,18.6,26.0,1.0,160.0,66.0,11.0,4.0,5.0
2010-03-02,2010,3,2,0.0,34.4,22.5,28.5,1.0,140.0,68.0,10.838709677419354,4.0,5.032258064516129
2010-03-03,2010,3,3,0.0,35.5,22.1,28.8,1.0,160.0,62.0,10.67741935483871,4.0,5.064516129032258
2010-03-04,2010,3,4,0.0,35.0,22.9,29.0,1.0,160.0,62.0,10.516129032258064,3.0,5.096774193548387
2010-03-05,2010,3,5,0.0,34.4,21.6,28.0,2.0,140.0,65.0,10.35483870967742,3.0,5.129032258064516
2010-03-06,2010,3,6,0.0,35.8,23.0,29.4,1.0,160.0,68.0,10.193548387096774,3.0,5.161290322580645
2010-03-07,2010,3,7,0.0,34.9,26.4,30.7,1.0,180.0,67.0,10.03225806451613,2.0,5.193548387096774
2010-03-08,2010,3,8,0.0,35.6,24.8,30.2,1.0,140.0,62.0,9.870967741935484,6.0,5.225806451612903
2010-03-09,2010,3,9,0.0,34.5,24.6,29.5,1.0,160.0,69.0,9.709677419354838,1.0,5.258064516129032
2010-03-10,2010,3,10,0.0,33.5,25.3,29.4,2.0,220.0,72.0,9.548387096774194,8.0,5.290322580645161
2010-03-11,2010,3,11,0.0,31.7,24.1,27.9,1.0,20.0,74.0,9.387096774193548,1.0,5.32258064516129
2010-03-12,2010,3,12,2.4,32.4,24.0,28.2,1.0,90.0,75.0,9.225806451612904,1.0,5.354838709677419
2010-03-13,2010,3,13,0.0,35.0,23.6,29.3,2.0,150.0,66.0,9.064516129032258,4.0,5.387096774193548
2010-03-14,2010,3,14,0.0,35.3,23.5,29.4,1.0,110.0,66.0,8.903225806451612,2.0,5.419354838709677
2010-03-15,2010,3,15,0.0,33.1,24.0,28.6,2.0,140.0,72.0,8.741935483870968,3.0,5.451612903225806
2010-03-16,2010,3,16,0.0,35.3,23.6,29.5,2.0,160.0,68.0,8.580645161290322,9.0,5.483870967741935
2010-03-17,2010,3,17,0.0,34.0,24.6,29.3,2.0,70.0,71.0,8.419354838709678,7.0,5.516129032258064
2010-03-18,2010,3,18,0.0,34.8,22.8,28.8,1.0,180.0,71.0,8.258064516129032,4.0,5.548387096774194
2010-03-19,2010,3,19,0.0,35.4,21.9,28.7,1.0,140.0,59.0,8.096774193548388,1.0,5.580645161290323
2010-03-20,2010,3,20,0.0,35.3,24.3,29.8,1.0,40.0,63.0,7.935483870967742,2.0,5.612903225806452
2010-03-21,2010,3,21,0.0,34.6,24.2,29.4,2.0,140.0,69.0,7.774193548387097,3.0,5.645161290322581
2010-03-22,2010,3,22,0.0,34.8,21.6,28.2,1.0,180.0,78.0,7.612903225806452,4.0,5.67741935483871
2010-03-23,2010,3,23,0.0,33.5,22.0,27.8,1.0,160.0,70.0,7.451612903225807,5.0,5.709677419354839
2010-03-24,2010,3,24,0.0,34.0,22.9,28.5,1.0,180.0,64.0,7.290322580645161,2.0,5.741935483870968
2010-03-25,2010,3,25,0.0,34.7,25.6,30.2,2.0,220.0,66.0,7.129032258064516,5.0,5.774193548387097
2010-03-26,2010,3,26,0.0,32.9,23.7,28.3,2.0,70.0,68.0,6.967741935483871,6.0,5.806451612903226
2010-03-27,2010,3,27,0.0,33.6,23.6,28.6,1.0,190.0,65.0,6.806451612903226,2.0,5.838709677419355
2010-03-28,2010,3,28,0.0,31.9,23.4,27.6,1.0,80.0,72.0,6.645161290322581,3.0,5.870967741935484
2010-03-29,2010,3,29,0.0,31.3,23.5,27.4,1.0,360.0,72.0,6.483870967741936,1.0,5.903225806451613
2010-03-30,2010,3,30,0.0,31.9,21.0,26.5,1.0,140.0,66.0,6.32258064516129,3.0,5.935483870967742
2010-03-31,2010,3,31,0.0,32.9,23.0,28.0,2.0,40.0,67.0,6.161290322580645,3.0,5.967741935483871
2010-04-01,2010,4,1,0.0,35.0,22.8,28.9,2.0,200.0,65.0,6.0,3.0,6.0
2010-04-02,2010,4,2,0.0,35.1,24.0,29.6,2.0,200.0,68.0,6.133333333333334,3.0,6.066666666666666
2010-04-03,2010,4,3,0.0,34.8,23.6,29.2,2.0,160.0,67.0,6.266666666666667,1.0,6.133333333333334
2010-04-04,2010,4,4,0.0,35.6,23.8,29.7,1.0,20.0,64.0,6.4,4.0,6.2
2010-04-05,2010,4,5,0.0,35.3,24.0,29.6,2.0,180.0,66.0,6.533333333333333,3.0,6.266666666666667
2010-04-06,2010,4,6,0.0,36.1,23.0,29.6,1.0,160.0,69.0,6.666666666666667,4.0,6.333333333333333
2010-04-07,2010,4,7,0.0,35.3,23.6,29.5,1.0,140.0,65.0,6.8,2.0,6.4
2010-04-08,2010,4,8,0.0,35.8,22.8,29.3,2.0,140.0,65.0,6.933333333333334,3.0,6.466666666666667
2010-04-09,2010,4,9,0.0,34.9,22.7,28.8,1.0,180.0,65.0,7.066666666666666,5.0,6.533333333333333
2010-04-10,2010,4,10,0.0,36.0,22.8,29.4,2.0,160.0,57.0,7.2,3.0,6.6
2010-04-11,2010,4,11,0.0,36.3,22.5,29.4,2.0,140.0,60.0,7.333333333333333,2.0,6.666666666666667
2010-04-12,2010,4,12,1.0,36.0,26.8,31.4,1.0,220.0,64.0,7.466666666666667,3.0,6.733333333333333
2010-04-13,2010,4,13,0.2,34.4,25.0,29.7,2.0,180.0,69.0,7.6,1.0,6.8
2010-04-14,2010,4,14,0.0,34.5,24.5,29.5,2.0,140.0,61.0,7.733333333333333,4.0,6.866666666666666
2010-04-15,2010,4,15,0.0,36.2,24.3,30.3,1.0,220.0,60.0,7.866666666666666,1.0,6.933333333333334
2010-04-16,2010,4,16,0.0,35.5,25.1,30.3,2.0,170.0,66.0,8.0,2.0,7.0
2010-04-17,2010,4,17,0.0,36.2,25.6,30.9,2.0,110.0,58.0,8.133333333333333,1.0,7.066666666666666
2010-04-18,2010,4,18,0.0,34.8,23.3,29.0,1.0,90.0,63.0,8.266666666666667,1.0,7.133333333333334
2010-04-19,2010,4,19,0.0,35.4,23.3,29.4,1.0,140.0,63.0,8.4,2.0,7.2
2010-04-20,2010,4,20,0.0,36.8,24.9,30.8,1.0,180.0,61.0,8.533333333333333,2.0,7.266666666666667
2010-04-21,2010,4,21,0.0,35.8,24.0,29.9,1.0,220.0,62.0,8.666666666666666,2.0,7.333333333333333
2010-04-22,2010,4,22,0.0,36.8,24.8,30.8,1.0,160.0,57.0,8.8,6.0,7.4
2010-04-23,2010,4,23,0.0,35.8,25.8,30.8,1.0,160.0,60.0,8.933333333333334,6.0,7.466666666666667
2010-04-24,2010,4,24,0.0,35.7,26.6,31.2,2.0,180.0,62.0,9.066666666666666,3.0,7.533333333333333
2010-04-25,2010,4,25,0.0,33.8,25.9,29.8,1.0,140.0,65.0,9.2,1.0,7.6
2010-04-26,2010,4,26,0.0,36.4,24.0,30.2,1.0,180.0,63.0,9.333333333333334,4.0,7.666666666666667
2010-04-27,2010,4,27,0.0,36.3,25.3,30.8,1.0,180.0,64.0,9.466666666666669,2.0,7.733333333333333
2010-04-28,2010,4,28,1.2,37.3,25.3,31.3,2.0,180.0,67.0,9.6,4.0,7.8
2010-04-29,2010,4,29,2.5,34.3,24.5,29.4,1.0,360.0,81.0,9.733333333333333,3.0,7.866666666666666
2010-04-30,2010,4,30,15.2,35.3,24.7,30.0,2.0,250.0,80.0,9.866666666666667,3.0,7.933333333333334
2010-05-01,2010,5,1,1.4,34.3,25.8,30.0,1.0,20.0,78.0,10.0,2.0,8.0
2010-05-02,2010,5,2,0.0,35.5,26.9,31.2,1.0,360.0,73.0,10.129032258064516,4.0,8.064516129032258
2010-05-03,2010,5,3,0.4,35.9,25.3,30.6,1.0,360.0,72.0,10.258064516129032,1.0,8.129032258064516
2010-05-04,2010,5,4,0.0,37.0,26.6,31.8,1.0,160.0,62.0,10.387096774193548,3.0,8.193548387096774
2010-05-05,2010,5,5,1.2,36.6,25.8,31.2,1.0,90.0,74.0,10.516129032258064,1.0,8.258064516129032
2010-05-06,2010,5,6,0.0,35.8,25.4,30.6,2.0,140.0,60.0,10.64516129032258,1.0,8.32258064516129
2010-05-07,2010,5,7,0.0,36.4,24.9,30.7,2.0,140.0,57.0,10.774193548387096,1.0,8.387096774193548
2010-05-08,2010,5,8,0.0,37.0,26.2,31.6,1.0,160.0,61.0,10.903225806451612,3.0,8.451612903225806
2010-05-09,2010,5,9,0.0,36.3,27.0,31.6,1.0,360.0,70.0,11.032258064516128,2.0,8.516129032258064
2010-05-10,2010,5,10,0.0,36.1,25.6,30.9,1.0,270.0,65.0,11.161290322580646,3.0,8.580645161290322
2010-05-11,2010,5,11,0.0,36.7,24.8,30.8,1.0,360.0,59.0,11.290322580645162,1.0,8.64516129032258
2010-05-12,2010,5,12,0.0,36.2,24.3,30.3,2.0,140.0,63.0,11.419354838709678,2.0,8.709677419354838
2010-05-13,2010,5,13,0.0,36.1,24.9,30.5,2.0,160.0,60.0,11.548387096774194,4.0,8.774193548387096
2010-05-14,2010,5,14,0.0,36.8,24.9,30.8,2.0,90.0,61.0,11.67741935483871,6.0,8.838709677419354
2010-05-15,2010,5,15,0.0,36.6,23.6,30.1,2.0,160.0,58.0,11.806451612903226,3.0,8.903225806451612
2010-05-16,2010,5,16,0.0,37.2,25.0,31.1,1.0,180.0,56.0,11.935483870967742,2.0,8.96774193548387
2010-05-17,2010,5,17,0.0,37.3,27.0,32.2,2.0,140.0,55.0,12.064516129032258,9.0,9.032258064516128
2010-05-18,2010,5,18,0.0,36.8,27.5,32.2,1.0,180.0,63.0,12.193548387096774,2.0,9.096774193548388
2010-05-19,2010,5,19,0.0,37.5,27.8,32.7,1.0,220.0,65.0,12.32258064516129,1.0,9.161290322580646
2010-05-20,2010,5,20,0.0,36.8,27.4,32.1,1.0,180.0,66.0,12.451612903225806,3.0,9.225806451612904
2010-05-21,2010,5,21,0.0,36.5,28.2,32.3,1.0,250.0,68.0,12.580645161290322,4.0,9.290322580645162
2010-05-22,2010,5,22,0.0,36.5,28.3,32.4,1.0,220.0,64.0,12.709677419354838,3.0,9.35483870967742
2010-05-23,2010,5,23,0.0,36.0,28.1,32.0,1.0,270.0,70.0,12.838709677419354,2.0,9.419354838709678
2010-05-24,2010,5,24,0.0,34.9,27.6,31.3,1.0,270.0,71.0,12.96774193548387,3.0,9.483870967741936
2010-05-25,2010,5,25,0.0,35.7,27.4,31.5,1.0,290.0,71.0,13.096774193548388,3.0,9.548387096774194
2010-05-26,2010,5,26,0.0,38.0,27.7,32.8,2.0,160.0,66.0,13.225806451612904,3.0,9.612903225806452
2010-05-27,2010,5,27,0.2,34.4,28.3,31.4,1.0,160.0,72.0,13.35483870967742,3.0,9.67741935483871
2010-05-28,2010,5,28,52.8,35.9,24.9,30.4,2.0,180.0,80.0,13.483870967741936,1.0,9.741935483870968
2010-05-29,2010,5,29,0.0,34.9,27.9,31.4,2.0,330.0,78.0,13.612903225806452,4.0,9.806451612903226
2010-05-30,2010,5,30,4.0,35.3,25.7,30.5,2.0,250.0,78.0,13.741935483870968,2.0,9.870967741935484
2010-05-31,2010,5,31,2.0,34.3,26.4,30.3,1.0,320.0,77.0,13.870967741935484,3.0,9.935483870967742
2010-06-01,2010,6,1,4.3,32.2,26.0,29.1,1.0,220.0,90.0,14.0,3.0,10.0
2010-06-02,2010,6,2,20.6,31.7,24.9,28.3,1.0,360.0,90.0,14.6,1.0,10.733333333333333
2010-06-03,2010,6,3,6.6,30.1,25.0,27.5,1.0,320.0,89.0,15.2,2.0,11.466666666666667
2010-06-04,2010,6,4,0.8,32.6,26.0,29.3,1.0,290.0,86.0,15.8,1.0,12.2
2010-06-05,2010,6,5,4.0,32.2,26.3,29.3,2.0,270.0,85.0,16.4,2.0,12.933333333333334
2010-06-06,2010,6,6,7.6,31.0,26.2,28.6,1.0,290.0,92.0,17.0,3.0,13.666666666666666
2010-06-07,2010,6,7,0.0,34.3,25.8,30.0,1.0,40.0,76.0,17.6,4.0,14.4
2010-06-08,2010,6,8,0.0,34.8,27.0,30.9,1.0,220.0,74.0,18.2,5.0,15.133333333333333
2010-06-09,2010,6,9,22.5,33.7,25.4,29.5,1.0,320.0,84.0,18.8,2.0,15.866666666666667
2010-06-10,2010,6,10,3.4,33.5,24.7,29.1,1.0,40.0,87.0,19.4,1.0,16.599999999999998
2010-06-11,2010,6,11,44.6,32.6,25.1,28.9,1.0,40.0,87.0,20.0,3.0,17.333333333333332
2010-06-12,2010,6,12,0.0,34.3,25.9,30.1,1.0,270.0,81.0,20.6,4.0,18.066666666666666
2010-06-13,2010,6,13,0.0,34.9,25.8,30.4,1.0,110.0,79.0,21.2,1.0,18.8
2010-06-14,2010,6,14,8.2,36.1,24.5,30.3,1.0,20.0,77.0,21.8,3.0,19.53333333333333
2010-06-15,2010,6,15,32.0,35.9,25.6,30.8,1.0,200.0,82.0,22.4,2.0,20.266666666666666
2010-06-16,2010,6,16,8.8,36.6,26.8,31.7,1.0,180.0,72.0,23.0,8.0,21.0
2010-06-17,2010,6,17,0.0,35.6,26.3,31.0,1.0,250.0,75.0,23.6,1.0,21.733333333333334
2010-06-18,2010,6,18,0.6,34.8,26.6,30.7,1.0,180.0,78.0,24.2,4.0,22.466666666666665
2010-06-19,2010,6,19,20.0,33.9,25.1,29.5,1.0,220.0,86.0,24.8,3.0,23.2
2010-06-20,2010,6,20,1.5,34.8,25.3,30.0,1.0,110.0,80.0,25.4,5.0,23.933333333333334
2010-06-21,2010,6,21,0.0,35.0,26.0,30.5,1.0,220.0,76.0,26.0,1.0,24.666666666666664
2010-06-22,2010,6,22,8.0,32.2,25.7,29.0,1.0,180.0,85.0,26.6,3.0,25.4
2010-06-23,2010,6,23,2.6,34.2,25.9,30.0,1.0,270.0,80.0,27.2,4.0,26.133333333333333
2010-06-24,2010,6,24,12.4,33.7,25.2,29.5,1.0,220.0,79.0,27.8,8.0,26.866666666666667
2010-06-25,2010,6,25,42.5,33.6,25.1,29.4,1.0,160.0,84.0,28.4,10.0,27.599999999999998
2010-06-26,2010,6,26,1.2,32.9,24.8,28.9,1.0,110.0,82.0,29.0,2.0,28.333333333333332
2010-06-27,2010,6,27,27.7,33.3,25.7,29.5,1.0,360.0,86.0,29.6,6.0,29.066666666666666
2010-06-28,2010,6,28,56.5,33.5,25.1,29.3,1.0,250.0,86.0,30.2,7.0,29.799999999999997
2010-06-29,2010,6,29,18.6,31.4,25.3,28.4,1.0,180.0,91.0,30.8,3.0,30.53333333333333
2010-06-30,2010,6,30,0.5,32.9,25.8,29.4,1.0,270.0,86.0,31.4,10.0,31.266666666666666
2010-07-01,2010,7,1,0.0,34.0,25.9,30.0,1.0,220.0,79.0,32.0,10.0,32.0
2010-07-02,2010,7,2,0.0,34.1,25.4,29.8,1.0,140.0,79.0,33.03225806451613,4.0,33.29032258064516
2010-07-03,2010,7,3,2.2,34.5,24.8,29.7,1.0,290.0,84.0,34.064516129032256,4.0,34.58064516129032
2010-07-04,2010,7,4,0.0,34.4,25.8,30.1,2.0,320.0,77.0,35.096774193548384,6.0,35.87096774193548
2010-07-05,2010,7,5,2.1,33.4,24.0,28.7,2.0,360.0,86.0,36.12903225806451,16.0,37.16129032258065
2010-07-06,2010,7,6,0.0,34.3,25.3,29.8,2.0,290.0,74.0,37.16129032258065,7.0,38.45161290322581
2010-07-07,2010,7,7,11.9,36.0,24.7,30.4,1.0,360.0,77.0,38.193548387096776,16.0,39.74193548387097
2010-07-08,2010,7,8,0.0,34.6,25.6,30.1,1.0,360.0,79.0,39.225806451612904,4.0,41.03225806451613
2010-07-09,2010,7,9,0.0,31.3,24.3,27.8,1.0,140.0,83.0,40.25806451612903,6.0,42.32258064516129
2010-07-10,2010,7,10,0.2,33.2,24.8,29.0,2.0,310.0,80.0,41.29032258064516,15.0,43.61290322580645
2010-07-11,2010,7,11,0.0,33.8,24.3,29.0,1.0,40.0,80.0,42.32258064516129,13.0,44.903225806451616
2010-07-12,2010,7,12,22.0,34.6,24.8,29.7,2.0,360.0,80.0,43.354838709677416,15.0,46.193548387096776
2010-07-13,2010,7,13,74.2,30.9,23.6,27.3,4.0,40.0,94.0,44.38709677419355,12.0,47.483870967741936
2010-07-14,2010,7,14,0.0,30.8,25.0,27.9,1.0,40.0,84.0,45.41935483870968,13.0,48.774193548387096
2010-07-15,2010,7,15,0.0,33.4,25.2,29.3,1.0,140.0,75.0,46.45161290322581,27.0,50.064516129032256
2010-07-16,2010,7,16,1.8,31.2,24.8,28.0,1.0,180.0,84.0,47.483870967741936,23.0,51.354838709677416
2010-07-17,2010,7,17,2.9,34.8,24.6,29.7,1.0,40.0,83.0,48.516129032258064,23.0,52.64516129032258
2010-07-18,2010,7,18,3.9,30.0,23.8,26.9,1.0,220.0,93.0,49.54838709677419,17.0,53.935483870967744
2010-07-19,2010,7,19,0.0,33.8,24.9,29.3,3.0,160.0,80.0,50.58064516129032,18.0,55.225806451612904
2010-07-20,2010,7,20,5.2,33.0,24.4,28.7,1.0,320.0,84.0,51.61290322580645,22.0,56.516129032258064
2010-07-21,2010,7,21,9.5,33.0,23.8,28.4,1.0,40.0,88.0,52.64516129032258,21.0,57.806451612903224
2010-07-22,2010,7,22,0.0,30.6,24.8,27.7,1.0,360.0,88.0,53.67741935483871,17.0,59.096774193548384
2010-07-23,2010,7,23,43.5,32.4,24.3,28.4,1.0,360.0,94.0,54.70967741935484,30.0,60.387096774193544
2010-07-24,2010,7,24,9.6,31.0,25.1,28.0,1.0,160.0,97.0,55.74193548387097,21.0,61.67741935483871
2010-07-25,2010,7,25,105.9,29.5,23.3,26.4,1.0,140.0,96.0,56.774193548387096,26.0,62.96774193548387
2010-07-26,2010,7,26,0.2,34.0,25.0,29.5,1.0,160.0,79.0,57.806451612903224,43.0,64.25806451612902
2010-07-27,2010,7,27,3.1,34.1,25.1,29.6,1.0,40.0,85.0,58.83870967741935,32.0,65.54838709677419
2010-07-28,2010,7,28,54.2,33.5,24.4,29.0,1.0,220.0,84.0,59.87096774193548,42.0,66.83870967741936
2010-07-29,2010,7,29,26.8,34.4,24.7,29.6,1.0,320.0,87.0,60.903225806451616,26.0,68.12903225806451
2010-07-30,2010,7,30,19.4,31.6,25.0,28.3,1.0,180.0,87.0,61.935483870967744,23.0,69.41935483870968
2010-07-31,2010,7,31,11.8,31.6,24.2,27.9,1.0,110.0,97.0,62.96774193548387,23.0,70.70967741935483
2010-08-01,2010,8,1,0.0,33.5,25.5,29.5,1.0,200.0,80.0,64.0,25.0,72.0
2010-08-02,2010,8,2,1.2,34.4,25.5,30.0,1.0,320.0,84.0,64.80645161290323,27.0,72.38709677419355
2010-08-03,2010,8,3,70.0,31.4,23.6,27.5,1.0,220.0,88.0,65.61290322580645,33.0,72.7741935483871
2010-08-04,2010,8,4,9.5,33.0,24.3,28.7,1.0,340.0,87.0,66.41935483870968,29.0,73.16129032258064
2010-08-05,2010,8,5,122.0,33.3,24.7,29.0,1.0,140.0,88.0,67.2258064516129,33.0,73.54838709677419
2010-08-06,2010,8,6,0.0,32.1,26.3,29.2,1.0,320.0,83.0,68.03225806451613,29.0,73.93548387096774
2010-08-07,2010,8,7,32.2,31.7,25.0,28.4,2.0,220.0,90.0,68.83870967741936,41.0,74.3225806451613
2010-08-08,2010,8,8,38.7,29.5,24.6,27.0,1.0,220.0,93.0,69.64516129032258,29.0,74.70967741935483
2010-08-09,2010,8,9,0.0,31.6,25.3,28.5,1.0,220.0,86.0,70.45161290322581,38.0,75.09677419354838
2010-08-10,2010,8,10,0.0,32.5,24.9,28.7,1.0,200.0,83.0,71.25806451612902,34.0,75.48387096774194
2010-08-11,2010,8,11,4.4,31.5,24.8,28.2,1.0,360.0,88.0,72.06451612903226,41.0,75.87096774193549
2010-08-12,2010,8,12,51.9,31.8,23.3,27.6,1.0,320.0,91.0,72.87096774193549,34.0,76.25806451612904
2010-08-13,2010,8,13,0.0,33.4,25.1,29.3,1.0,180.0,78.0,73.6774193548387,31.0,76.64516129032258
2010-08-14,2010,8,14,0.1,34.6,24.8,29.7,1.0,360.0,79.0,74.48387096774194,41.0,77.03225806451613
2010-08-15,2010,8,15,49.1,32.6,23.8,28.2,1.0,360.0,86.0,75.29032258064517,40.0,77.41935483870968
2010-08-16,2010,8,16,0.0,33.2,24.8,29.0,1.0,320.0,83.0,76.09677419354838,37.0,77.80645161290323
2010-08-17,2010,8,17,2.6,32.4,24.0,28.2,1.0,140.0,94.0,76.90322580645162,46.0,78.19354838709677
