YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,TMEAN,WIND_SPEED,WIND_DIRECTION,RH
2013,5,13,5.6,32.5,25.3,28.9,1.0,140.0,87.0
2013,5,14,6.4,34.0,25.1,29.5,2.0,360.0,82.0
2013,5,15,0.0,34.5,25.1,29.8,1.0,90.0,76.0
2013,5,16,0.0,34.8,26.3,30.5,2.0,180.0,73.0
2013,5,17,0.0,35.3,25.8,30.5,1.0,140.0,76.0
2013,5,18,0.0,33.7,25.6,29.7,1.0,220.0,80.0
2013,5,19,0.0,34.8,26.4,30.6,2.0,270.0,78.0
2013,5,20,0.0,34.6,25.8,30.2,1.0,270.0,75.0
2013,5,21,3.9,32.3,25.4,28.8,1.0,220.0,81.0
2013,5,22,0.0,35.9,25.5,30.7,1.0,140.0,73.0
2013,5,23,0.0,35.3,24.3,29.8,1.0,140.0,75.0
2013,5,24,0.2,34.4,23.5,29.0,1.0,270.0,76.0
2013,5,25,0.2,35.2,24.8,30.0,1.0,360.0,75.0
2013,5,26,2.3,33.6,23.1,28.4,1.0,220.0,84.0
2013,5,27,61.6,33.8,23.8,28.8,1.0,360.0,86.0
2013,5,28,0.0,33.2,25.0,29.1,1.0,360.0,79.0
2013,5,29,9.7,34.8,25.4,30.1,1.0,90.0,78.0
2013,5,30,6.1,29.2,23.1,26.2,1.0,360.0,89.0
2013,5,31,52.3,32.7,23.4,28.0,1.0,140.0,88.0
2013,6,1,15.0,34.3,25.6,30.0,1.0,320.0,82.0
2013,6,2,8.0,34.8,24.8,29.8,1.0,180.0,83.0
2013,6,3,9.9,34.4,24.4,29.4,1.0,160.0,77.0
2013,6,4,0.0,34.5,24.9,29.7,1.0,20.0,73.0
2013,6,5,0.0,35.0,24.8,29.9,1.0,110.0,69.0
2013,6,6,9.6,34.2,24.6,29.4,1.0,340.0,84.0
2013,6,7,46.8,35.0,25.3,30.2,1.0,220.0,78.0
2013,6,8,72.7,33.4,25.3,29.4,2.0,180.0,88.0
2013,6,9,12.5,33.6,26.0,29.8,1.0,220.0,88.0
2013,6,10,23.1,33.5,26.3,29.9,1.0,340.0,83.0
2013,6,11,78.7,33.1,25.0,29.1,1.0,360.0,84.0
2013,6,12,2.8,33.5,25.8,29.7,1.0,180.0,83.0
2013,6,13,35.3,32.0,25.3,28.7,1.0,220.0,89.0
2013,6,14,34.8,32.7,24.3,28.5,2.0,140.0,87.0
2013,6,15,0.0,34.2,25.8,30.0,1.0,140.0,77.0
2013,6,16,25.1,32.8,25.5,29.1,1.0,320.0,89.0
2013,6,17,22.9,32.4,24.3,28.4,1.0,220.0,86.0
2013,6,18,14.7,32.3,25.6,29.0,1.0,220.0,88.0
2013,6,19,10.9,31.5,25.2,28.4,1.0,220.0,89.0
2013,6,20,4.2,33.8,25.4,29.6,2.0,140.0,78.0
2013,6,21,13.8,32.3,24.9,28.6,1.0,140.0,89.0
2013,6,22,24.6,32.8,24.6,28.7,1.0,180.0,85.0
2013,6,23,2.8,32.9,24.5,28.7,1.0,180.0,82.0
2013,6,24,2.0,33.5,24.9,29.2,1.0,340.0,83.0
2013,6,25,0.0,33.6,24.4,29.0,1.0,270.0,80.0
2013,6,26,0.0,33.9,25.8,29.9,1.0,220.0,74.0
2013,6,27,1.8,34.5,24.8,29.7,1.0,220.0,76.0
2013,6,28,12.6,33.1,24.8,29.0,1.0,140.0,81.0
2013,6,29,66.4,32.6,23.9,28.3,3.0,340.0,86.0
2013,6,30,1.8,30.0,24.6,27.3,2.0,140.0,89.0
2013,7,1,3.5,34.0,24.5,29.3,1.0,140.0,78.0
2013,7,2,2.1,33.2,25.4,29.3,1.0,20.0,82.0
2013,7,3,4.9,30.7,24.6,27.7,1.0,340.0,91.0
2013,7,4,4.1,33.0,24.0,28.5,1.0,140.0,82.0
2013,7,5,2.0,33.3,25.0,29.1,1.0,140.0,82.0
2013,7,6,0.2,32.5,24.0,28.3,1.0,220.0,88.0
2013,7,7,0.0,32.6,23.7,28.2,1.0,140.0,79.0
2013,7,8,0.0,32.4,22.4,27.4,1.0,360.0,80.0
2013,7,9,0.0,33.6,24.6,29.1,1.0,360.0,80.0
2013,7,10,9.2,33.0,24.7,28.9,1.0,270.0,84.0
2013,7,11,0.0,33.3,24.8,29.0,1.0,350.0,82.0
2013,7,12,0.0,32.3,25.5,28.9,1.0,270.0,78.0
2013,7,13,0.2,30.0,24.3,27.2,1.0,180.0,87.0
2013,7,14,3.8,32.8,24.4,28.6,1.0,220.0,87.0
2013,7,15,0.6,31.0,24.5,27.8,1.0,350.0,90.0
2013,7,16,47.1,32.8,24.0,28.4,1.0,270.0,86.0
2013,7,17,5.4,30.0,24.7,27.4,1.0,140.0,92.0
2013,7,18,0.0,34.0,26.0,30.0,1.0,140.0,79.0
2013,7,19,0.0,33.4,24.7,29.1,1.0,160.0,80.0
2013,7,20,0.0,33.5,24.5,29.0,1.0,160.0,77.0
2013,7,21,1.7,32.8,24.4,28.6,1.0,360.0,78.0
2013,7,22,0.0,32.6,24.6,28.6,1.0,90.0,79.0
2013,7,23,21.6,31.7,24.1,27.9,1.0,140.0,90.0
2013,7,24,5.8,33.0,24.1,28.5,1.0,320.0,83.0
2013,7,25,0.0,33.5,25.6,29.5,1.0,360.0,78.0
2013,7,26,5.8,33.5,24.3,28.9,1.0,140.0,84.0
2013,7,27,34.4,32.1,23.4,27.8,1.0,180.0,93.0
2013,7,28,57.4,31.5,23.5,27.5,1.0,270.0,97.0
2013,7,29,4.0,30.0,24.9,27.5,1.0,360.0,90.0
2013,7,30,0.0,31.5,25.8,28.7,2.0,90.0,82.0
2013,7,31,8.2,30.6,24.6,27.6,2.0,90.0,90.0
2013,8,1,1.4,31.0,24.0,27.5,1.0,220.0,85.0
2013,8,2,6.3,33.7,24.8,29.3,1.0,140.0,78.0
2013,8,3,70.3,33.2,22.2,27.7,1.0,220.0,87.0
2013,8,4,4.0,31.0,24.4,27.7,1.0,180.0,90.0
2013,8,5,7.6,33.8,24.4,29.1,1.0,90.0,80.0
2013,8,6,2.1,28.2,24.0,26.1,1.0,140.0,90.0
2013,8,7,2.4,30.7,24.0,27.4,1.0,180.0,85.0
2013,8,8,1.1,31.9,24.3,28.1,1.0,200.0,86.0
2013,8,9,3.5,30.0,24.1,27.0,1.0,260.0,91.0
2013,8,10,4.8,31.8,23.8,27.8,1.0,220.0,88.0
2013,8,11,42.6,30.1,25.0,27.5,1.0,180.0,90.0
2013,8,12,38.1,28.3,24.0,26.2,2.0,140.0,93.0
2013,8,13,0.0,31.9,24.7,28.3,2.0,180.0,77.0
2013,8,14,0.0,33.5,25.2,29.4,1.0,320.0,80.0
2013,8,15,0.0,33.2,26.4,29.8,1.0,200.0,89.0
2013,8,16,0.0,31.9,27.7,29.8,2.0,220.0,77.0
2013,8,17,20.2,29.8,24.6,27.2,2.0,220.0,94.0
2013,8,18,174.3,28.1,23.0,25.5,2.0,220.0,96.0
2013,8,19,105.5,26.0,23.6,24.8,1.0,220.0,98.0
2013,8,20,225.7,26.2,23.0,24.6,1.0,220.0,99.0
2013,8,21,166.1,26.8,24.0,25.4,2.0,220.0,97.0
2013,8,22,16.6,28.8,24.9,26.9,1.0,220.0,90.0
2013,8,23,1.4,31.3,23.9,27.6,1.0,220.0,88.0
2013,8,24,51.3,31.0,23.8,27.4,1.0,180.0,90.0
2013,8,25,4.2,30.0,24.7,27.4,1.0,270.0,92.0
2013,8,26,16.2,27.3,25.3,26.3,1.0,290.0,94.0
2013,8,27,6.7,31.0,24.6,27.8,2.0,220.0,94.0
2013,8,28,0.0,31.9,25.1,28.5,1.0,220.0,84.0
2013,8,29,0.0,33.0,24.8,28.9,1.0,220.0,80.0
2013,8,30,0.0,32.9,24.8,28.9,1.0,220.0,79.0
2013,8,31,0.0,32.7,24.8,28.8,1.0,340.0,83.0
2013,9,1,4.0,33.2,25.2,29.2,1.0,250.0,82.0
2013,9,2,0.0,33.0,24.6,28.8,1.0,290.0,82.0
2013,9,3,18.9,35.0,24.2,29.6,1.0,340.0,80.0
2013,9,4,1.7,31.4,24.6,28.0,1.0,360.0,89.0
2013,9,5,28.8,31.2,22.6,26.9,1.0,220.0,90.0
2013,9,6,16.2,32.1,23.4,27.8,1.0,270.0,94.0
2013,9,7,5.8,32.6,24.2,28.4,1.0,270.0,86.0
2013,9,8,2.5,32.8,25.0,28.9,1.0,20.0,88.0
2013,9,9,16.2,31.3,24.3,27.8,1.0,270.0,91.0
2013,9,10,100.8,33.3,24.5,28.9,2.0,320.0,84.0
2013,9,11,20.4,32.4,25.0,28.7,1.0,270.0,82.0
2013,9,12,23.8,29.6,24.6,27.1,1.0,360.0,88.0
2013,9,13,0.5,31.3,25.0,28.2,1.0,250.0,97.0
2013,9,14,37.6,30.2,24.9,27.5,1.0,220.0,91.0
2013,9,15,78.8,29.0,23.6,26.3,1.0,200.0,98.0
2013,9,16,25.1,28.7,24.4,26.5,1.0,160.0,94.0
2013,9,17,8.3,31.0,24.6,27.8,1.0,220.0,89.0
2013,9,18,16.6,31.0,25.0,28.0,1.0,220.0,88.0
2013,9,19,0.0,30.7,25.7,28.2,2.0,220.0,86.0
2013,9,20,0.2,31.5,23.5,27.5,3.0,220.0,84.0
2013,9,21,31.0,30.6,25.2,27.9,2.0,270.0,87.0
2013,9,22,148.8,26.7,24.0,25.4,2.0,220.0,99.0
2013,9,23,49.1,25.5,23.5,24.5,1.0,140.0,98.0
2013,9,24,0.0,30.0,24.7,27.4,1.0,180.0,95.0
2013,9,25,16.7,28.5,24.4,26.5,1.0,220.0,92.0
2013,9,26,4.2,30.0,24.0,27.0,1.0,110.0,93.0
2013,9,27,10.8,30.2,24.7,27.5,1.0,140.0,93.0
2013,9,28,14.8,31.7,23.7,27.7,1.0,140.0,85.0
2013,9,29,1.6,32.8,24.1,28.5,1.0,180.0,84.0
2013,9,30,1.0,30.9,25.0,28.0,1.0,20.0,86.0
2013,10,1,12.1,31.0,24.4,27.7,1.0,220.0,89.0
2013,10,2,15.8,32.3,25.0,28.6,1.0,270.0,84.0
2013,10,3,1.4,31.2,23.9,27.5,1.0,220.0,89.0
2013,10,4,0.0,32.4,23.5,28.0,2.0,360.0,80.0
2013,10,5,0.0,32.6,22.5,27.6,1.0,320.0,76.0
2013,10,6,0.4,31.8,23.3,27.6,1.0,320.0,83.0
2013,10,7,1.2,31.1,24.4,27.8,1.0,220.0,84.0
2013,10,8,32.2,29.7,23.2,26.5,1.0,220.0,88.0
2013,10,9,3.2,31.0,24.0,27.5,1.0,220.0,84.0
2013,10,10,54.4,32.6,24.2,28.4,1.0,320.0,86.0
2013,10,11,80.8,26.9,24.4,25.6,2.0,360.0,96.0
2013,10,12,11.0,28.6,23.5,26.0,1.0,140.0,96.0
2013,10,13,2.7,32.9,23.7,28.3,1.0,200.0,83.0
2013,10,14,0.0,31.6,24.7,28.2,1.0,40.0,86.0
2013,10,15,74.1,31.6,24.5,28.0,1.0,220.0,86.0
2013,10,16,15.6,30.2,23.3,26.8,1.0,140.0,95.0
2013,10,17,0.0,30.7,21.3,26.0,1.0,360.0,84.0
2013,10,18,0.0,30.3,23.4,26.9,1.0,20.0,80.0
2013,10,19,0.4,31.1,22.7,26.9,1.0,140.0,83.0
2013,10,20,0.5,31.6,23.1,27.4,1.0,40.0,81.0
2013,10,21,0.0,32.0,23.9,28.0,1.0,40.0,78.0
2013,10,22,48.3,31.2,24.0,27.6,1.0,90.0,86.0
2013,10,23,2.4,30.0,21.7,25.9,1.0,40.0,80.0
2013,10,24,0.0,31.6,23.8,27.7,1.0,360.0,78.0
2013,10,25,0.0,32.0,23.8,27.9,1.0,360.0,79.0
2013,10,26,0.2,29.1,22.4,25.8,1.0,40.0,86.0
2013,10,27,0.0,31.4,23.2,27.3,1.0,40.0,80.0
2013,10,28,0.0,31.4,21.4,26.4,1.0,40.0,78.0
2013,10,29,0.0,31.4,21.9,26.6,1.0,220.0,79.0
2013,10,30,0.0,31.6,22.5,27.0,2.0,360.0,72.0
2013,10,31,0.0,30.6,23.0,26.8,1.0,220.0,79.0
2013,11,1,15.6,32.5,23.3,27.9,2.0,140.0,84.0
2013,11,2,2.0,31.6,23.0,27.3,1.0,320.0,89.0
2013,11,3,9.6,30.4,23.2,26.8,1.0,270.0,90.0
2013,11,4,1.7,31.0,25.1,28.0,1.0,360.0,88.0
2013,11,5,2.1,29.2,23.3,26.3,1.0,40.0,94.0
2013,11,6,0.0,33.1,22.6,27.9,2.0,40.0,82.0
2013,11,7,3.5,31.8,24.1,28.0,2.0,360.0,78.0
2013,11,8,27.2,28.9,20.7,24.8,3.0,340.0,89.0
2013,11,9,0.8,31.6,24.3,28.0,3.0,110.0,84.0
2013,11,10,0.0,33.8,24.0,28.9,1.0,360.0,79.0
2013,11,11,2.0,31.8,23.5,27.7,1.0,360.0,87.0
2013,11,12,0.8,31.0,24.3,27.7,1.0,360.0,79.0
2013,11,13,7.5,30.0,23.7,26.9,1.0,140.0,91.0
2013,11,14,1.1,32.8,24.6,28.7,1.0,140.0,82.0
2013,11,15,0.0,33.1,23.1,28.1,1.0,200.0,78.0
2013,11,16,0.0,33.6,22.0,27.8,1.0,40.0,77.0
2013,11,17,0.0,33.1,20.8,27.0,1.0,40.0,74.0
2013,11,18,0.2,30.9,24.7,27.8,1.0,40.0,78.0
2013,11,19,0.0,30.6,23.6,27.1,1.0,360.0,76.0
2013,11,20,1.6,30.8,24.2,27.5,1.0,360.0,79.0
2013,11,21,0.0,30.8,23.1,27.0,1.0,360.0,86.0
2013,11,22,0.2,30.7,22.7,26.7,1.0,20.0,82.0
2013,11,23,2.6,30.3,23.2,26.8,1.0,40.0,87.0
2013,11,24,0.2,31.8,22.7,27.3,1.0,90.0,88.0
2013,11,25,2.4,32.0,23.9,28.0,1.0,20.0,84.0
2013,11,26,6.0,31.0,22.2,26.6,1.0,140.0,83.0
2013,11,27,2.7,32.2,23.8,28.0,1.0,40.0,85.0
2013,11,28,0.0,32.6,23.4,28.0,1.0,360.0,83.0
2013,11,29,0.0,30.1,22.5,26.3,1.0,20.0,78.0
2013,11,30,0.0,29.4,23.7,26.5,1.0,340.0,77.0
2013,12,1,0.2,27.5,21.8,24.7,1.0,360.0,88.0
2013,12,2,0.0,30.9,23.3,27.1,1.0,360.0,81.0
2013,12,3,0.0,29.7,24.0,26.9,1.0,360.0,78.0
2013,12,4,0.0,29.3,23.3,26.3,1.0,360.0,77.0
2013,12,5,0.0,30.5,23.8,27.2,1.0,20.0,78.0
2013,12,6,0.0,29.4,23.2,26.3,1.0,20.0,78.0
2013,12,7,0.0,30.7,22.2,26.5,1.0,360.0,76.0
2013,12,8,2.0,30.5,23.0,26.8,1.0,360.0,85.0
2013,12,9,4.0,31.6,23.7,27.7,1.0,220.0,82.0
2013,12,10,13.8,30.7,23.3,27.0,1.0,160.0,86.0
2013,12,11,8.5,31.3,23.8,27.6,1.0,200.0,91.0
2013,12,12,0.0,31.9,23.6,27.8,1.0,140.0,77.0
2013,12,13,0.0,33.0,22.8,27.9,1.0,140.0,81.0
2013,12,14,16.2,33.6,23.7,28.7,2.0,40.0,76.0
2013,12,15,0.0,32.7,23.4,28.0,1.0,140.0,83.0
2013,12,16,0.4,31.5,23.7,27.6,1.0,40.0,86.0
2013,12,17,0.0,32.7,23.8,28.3,1.0,160.0,82.0
2013,12,18,0.0,32.0,23.7,27.9,1.0,360.0,82.0
2013,12,19,0.0,31.8,24.9,28.4,1.0,360.0,79.0
2013,12,20,11.7,30.4,22.9,26.6,1.0,360.0,88.0
2013,12,21,34.8,31.2,22.7,27.0,1.0,40.0,89.0
2013,12,22,0.0,31.3,21.8,26.6,1.0,320.0,84.0
2013,12,23,0.0,31.3,22.5,26.9,1.0,140.0,84.0
2013,12,24,0.0,32.0,23.2,27.6,1.0,360.0,81.0
2013,12,25,0.0,32.2,24.5,28.4,1.0,140.0,81.0
2013,12,26,24.6,31.8,23.2,27.5,2.0,360.0,86.0
2013,12,27,0.0,29.3,22.0,25.7,2.0,360.0,82.0
2013,12,28,0.0,31.0,21.5,26.3,1.0,360.0,80.0
2013,12,29,0.0,31.2,20.8,26.0,1.0,360.0,86.0
2013,12,30,0.0,31.7,20.7,26.2,1.0,90.0,76.0
2013,12,31,0.0,25.3,19.2,22.3,1.0,40.0,79.0
2014,1,1,0.0,32.0,20.0,26.0,1.0,340.0,78.0
2014,1,2,0.0,31.6,19.5,25.55,1.0,40.0,73.0
2014,1,3,0.0,31.7,20.0,25.85,1.0,180.0,78.0
2014,1,4,0.0,31.6,21.0,26.3,1.0,340.0,75.0
2014,1,5,0.0,29.7,21.7,25.7,1.0,360.0,83.0
2014,1,6,-1.0,28.6,21.3,24.95,1.0,340.0,80.0
2014,1,7,-1.0,29.2,20.3,24.75,1.0,40.0,83.0
2014,1,8,0.0,31.9,19.9,25.9,1.0,40.0,77.0
2014,1,9,0.0,31.1,20.5,25.8,1.0,40.0,75.0
2014,1,10,-1.0,28.5,20.5,24.5,1.0,40.0,76.0
2014,1,11,0.0,29.3,19.2,24.25,1.0,360.0,79.0
2014,1,12,0.0,29.5,22.0,25.75,1.0,340.0,73.0
2014,1,13,0.0,29.8,22.3,26.05,2.0,40.0,71.0
2014,1,14,0.0,31.2,20.5,25.85,1.0,40.0,67.0
2014,1,15,0.0,30.1,19.7,24.9,2.0,40.0,68.0
2014,1,16,0.0,29.5,21.5,25.5,1.0,360.0,66.0
2014,1,17,0.0,29.2,17.5,23.35,2.0,340.0,72.0
2014,1,18,0.0,28.3,20.0,24.15,2.0,340.0,67.0
2014,1,19,0.0,27.7,18.4,23.05,2.0,360.0,74.0
2014,1,20,0.0,27.4,20.7,24.05,1.0,360.0,76.0
2014,1,21,-1.0,28.0,21.2,24.6,1.0,360.0,73.0
2014,1,22,0.0,27.8,19.7,23.75,1.0,340.0,73.0
2014,1,23,0.0,27.6,19.7,23.65,1.0,320.0,70.0
2014,1,24,0.0,28.4,16.9,22.65,2.0,360.0,72.0
2014,1,25,0.0,28.5,15.8,22.15,1.0,140.0,68.0
2014,1,26,-1.0,28.8,18.1,23.45,1.0,200.0,75.0
2014,1,27,0.0,29.6,17.8,23.7,1.0,360.0,76.0
2014,1,28,0.0,30.5,19.3,24.9,1.0,40.0,74.0
2014,1,29,-1.0,29.7,21.0,25.35,1.0,40.0,83.0
2014,1,30,-1.0,27.5,18.7,23.1,1.0,90.0,72.0
2014,1,31,0.0,28.8,19.4,24.1,2.0,360.0,71.0
2014,2,1,-1.0,31.7,24.2,27.95,2.0,360.0,74.0
2014,2,2,0.0,32.9,21.8,27.35,2.0,110.0,79.0
2014,2,3,0.0,31.5,22.0,26.75,1.0,360.0,76.0
2014,2,4,0.0,32.5,20.5,26.5,1.0,140.0,77.0
2014,2,5,0.0,31.5,21.5,26.5,1.0,270.0,79.0
2014,2,6,0.0,32.9,21.5,27.2,1.0,320.0,77.0
2014,2,7,0.0,32.5,21.7,27.1,2.0,140.0,71.0
2014,2,8,0.0,32.5,22.3,27.4,1.0,220.0,72.0
2014,2,9,0.0,32.2,22.0,27.1,1.0,160.0,74.0
2014,2,10,0.0,32.5,24.0,28.25,1.0,20.0,72.0
2014,2,11,0.6,29.5,20.3,24.9,1.0,360.0,79.0
2014,2,12,0.0,29.0,18.9,23.95,1.0,140.0,77.0
2014,2,13,0.0,30.0,19.0,24.5,1.0,180.0,77.0
2014,2,14,0.0,31.1,20.5,25.8,1.0,180.0,68.0
2014,2,15,-1.0,29.6,19.7,24.65,1.0,140.0,73.0
2014,2,16,0.0,30.0,20.3,25.15,1.0,180.0,75.0
2014,2,17,0.0,31.0,22.2,26.6,1.0,360.0,72.0
2014,2,18,0.0,30.5,19.2,24.85,1.0,270.0,72.0
2014,2,19,0.0,28.8,19.7,24.25,1.0,200.0,77.0
2014,2,20,0.0,31.0,19.5,25.25,1.0,40.0,72.0
2014,2,21,0.0,30.4,20.8,25.6,2.0,40.0,67.0
2014,2,22,0.0,29.5,19.8,24.65,1.0,360.0,66.0
2014,2,23,0.0,28.5,19.5,24.0,1.0,340.0,74.0
2014,2,24,0.0,30.2,19.0,24.6,1.0,20.0,67.0
2014,2,25,0.2,30.5,21.5,26.0,1.0,220.0,75.0
2014,2,26,-1.0,27.8,19.2,23.5,1.0,160.0,80.0
2014,2,27,0.0,30.4,19.9,25.15,1.0,140.0,79.0
2014,2,28,-1.0,30.5,19.5,25.0,1.0,320.0,71.0
2014,3,1,0.0,32.3,20.1,26.2,1.0,140.0,70.0
2014,3,2,0.0,31.9,20.7,26.3,1.0,270.0,68.0
2014,3,3,0.0,32.0,21.0,26.5,1.0,220.0,65.0
2014,3,4,0.0,31.5,22.2,26.85,1.0,140.0,70.0
2014,3,5,0.0,30.5,20.6,25.55,1.0,40.0,77.0
2014,3,6,-1.0,31.8,22.5,27.15,1.0,320.0,68.0
2014,3,7,2.4,29.0,20.4,24.7,1.0,140.0,80.0
2014,3,8,0.0,30.7,20.0,25.35,1.0,340.0,72.0
2014,3,9,0.0,31.3,21.8,26.55,1.0,250.0,76.0
2014,3,10,0.2,31.1,23.5,27.3,1.0,360.0,72.0
2014,3,11,1.0,30.5,22.0,26.25,1.0,40.0,76.0
2014,3,12,0.0,33.4,20.1,26.75,1.0,70.0,69.0
2014,3,13,0.0,33.6,21.6,27.6,1.0,140.0,72.0
2014,3,14,0.0,33.2,23.7,28.45,1.0,180.0,66.0
2014,3,15,0.0,32.7,22.0,27.35,1.0,40.0,69.0
2014,3,16,0.0,32.9,24.0,28.45,1.0,140.0,71.0
2014,3,17,0.0,32.9,21.3,27.1,1.0,140.0,63.0
2014,3,18,0.0,33.7,20.7,27.2,2.0,140.0,65.0
2014,3,19,0.0,33.8,20.3,27.05,1.0,70.0,64.0
2014,3,20,0.0,33.5,21.1,27.3,1.0,320.0,65.0
2014,3,21,-1.0,33.0,24.2,28.6,2.0,360.0,72.0
2014,3,22,0.0,32.4,22.0,27.2,1.0,360.0,70.0
2014,3,23,0.0,32.0,25.0,28.5,2.0,40.0,63.0
2014,3,24,9.3,29.5,22.9,26.2,1.0,360.0,87.0
2014,3,25,8.7,33.1,23.7,28.4,1.0,110.0,81.0
2014,3,26,0.0,34.2,23.5,28.85,1.0,40.0,69.0
2014,3,27,-1.0,31.5,22.3,26.9,1.0,110.0,75.0
2014,3,28,0.0,35.7,22.6,29.15,1.0,40.0,64.0
2014,3,29,0.0,34.7,24.4,29.55,1.0,180.0,67.0
2014,3,30,0.0,34.9,23.6,29.25,2.0,140.0,64.0
2014,3,31,0.0,35.0,22.8,28.9,2.0,140.0,57.0
2014,4,1,0.0,35.0,23.9,29.45,1.0,220.0,63.0
2014,4,2,-1.0,34.0,24.0,29.0,1.0,70.0,71.0
2014,4,3,0.0,35.3,24.6,29.95,2.0,140.0,63.0
2014,4,4,0.0,35.0,23.5,29.25,1.0,180.0,65.0
2014,4,5,0.0,34.5,22.1,28.3,2.0,90.0,61.0
2014,4,6,9.8,33.1,21.3,27.2,1.0,340.0,75.0
2014,4,7,0.0,34.5,23.8,29.15,1.0,220.0,64.0
2014,4,8,0.3,32.6,23.0,27.8,1.0,160.0,75.0
2014,4,9,0.0,32.8,22.5,27.65,1.0,220.0,78.0
2014,4,10,0.0,34.8,23.3,29.05,1.0,360.0,68.0
2014,4,11,-1.0,32.2,25.0,28.6,1.0,360.0,69.0
2014,4,12,0.0,33.1,23.1,28.1,1.0,360.0,65.0
2014,4,13,0.0,33.8,24.5,29.15,1.0,90.0,73.0
2014,4,14,0.0,34.5,24.5,29.5,1.0,40.0,66.0
2014,4,15,0.0,33.4,22.5,27.95,1.0,360.0,66.0
2014,4,16,0.0,31.7,22.8,27.25,1.0,340.0,68.0
2014,4,17,0.0,33.8,23.7,28.75,1.0,250.0,62.0
2014,4,18,0.0,35.2,24.2,29.7,2.0,180.0,68.0
2014,4,19,0.0,35.2,26.3,30.75,1.0,40.0,65.0
2014,4,20,0.0,34.2,23.1,28.65,1.0,140.0,71.0
2014,4,21,0.0,35.6,22.8,29.2,1.0,220.0,61.0
2014,4,22,0.0,34.8,24.9,29.85,1.0,180.0,64.0
2014,4,23,-1.0,34.3,24.6,29.45,1.0,180.0,68.0
2014,4,24,-1.0,34.2,25.6,29.9,1.0,340.0,67.0
2014,4,25,0.5,33.7,24.5,29.1,1.0,140.0,84.0
2014,4,26,4.0,34.6,24.7,29.65,1.0,340.0,77.0
2014,4,27,0.0,35.9,26.8,31.35,1.0,110.0,67.0
2014,4,28,8.0,35.5,25.4,30.45,1.0,290.0,73.0
2014,4,29,0.0,35.1,24.0,29.55,1.0,140.0,72.0
2014,4,30,0.0,34.5,24.4,29.45,1.0,360.0,74.0
2014,5,1,0.0,36.4,25.8,31.1,1.0,140.0,64.0
2014,5,2,0.0,34.5,24.1,29.3,1.0,340.0,71.0
2014,5,3,-1.0,34.0,24.6,29.3,2.0,40.0,70.0
2014,5,4,11.9,33.2,23.5,28.35,1.0,360.0,75.0
2014,5,5,-1.0,35.0,24.8,29.9,1.0,140.0,65.0
2014,5,6,0.0,35.3,23.2,29.25,2.0,360.0,65.0
2014,5,7,0.0,36.2,24.7,30.45,1.0,180.0,65.0
2014,5,8,13.4,36.0,25.0,30.5,1.0,140.0,71.0
2014,5,9,0.2,35.6,25.6,30.6,1.0,360.0,70.0
2014,5,10,-1.0,34.5,24.3,29.4,1.0,110.0,76.0
2014,5,11,0.0,36.5,26.0,31.25,1.0,140.0,65.0
2014,5,12,0.0,35.6,24.2,29.9,1.0,140.0,63.0
2014,5,13,0.0,35.5,24.9,30.2,1.0,200.0,62.0
2014,5,14,0.0,36.0,26.9,31.45,1.0,180.0,66.0
2014,5,15,0.0,35.9,26.8,31.35,1.0,270.0,68.0
2014,5,16,0.0,35.6,25.6,30.6,1.0,140.0,65.0
2014,5,17,0.8,36.2,24.8,30.5,1.0,140.0,68.0
2014,5,18,0.0,35.8,24.1,29.95,1.0,180.0,68.0
2014,5,19,-1.0,36.6,26.3,31.45,1.0,220.0,63.0
2014,5,20,0.0,36.5,27.8,32.15,1.0,180.0,64.0
2014,5,21,0.0,35.6,25.0,30.3,1.0,40.0,73.0
2014,5,22,-1.0,35.3,26.0,30.65,1.0,70.0,73.0
2014,5,23,0.0,35.3,25.3,30.3,1.0,220.0,72.0
2014,5,24,0.0,36.7,25.5,31.1,2.0,140.0,62.0
2014,5,25,27.5,34.5,24.5,29.5,1.0,320.0,76.0
2014,5,26,14.5,35.2,25.2,30.2,1.0,320.0,76.0
2014,5,27,0.5,35.0,26.0,30.5,1.0,200.0,77.0
2014,5,28,0.8,34.3,26.1,30.2,1.0,320.0,76.0
2014,5,29,3.4,33.9,24.5,29.2,1.0,360.0,78.0
2014,5,30,28.4,35.1,25.0,30.05,1.0,140.0,79.0
2014,5,31,5.8,34.7,24.6,29.65,1.0,320.0,81.0
2014,6,1,0.0,35.5,25.5,30.5,1.0,320.0,77.0
2014,6,2,0.4,35.8,27.0,31.4,1.0,320.0,75.0
2014,6,3,8.2,35.5,26.5,31.0,2.0,340.0,77.0
2014,6,4,71.2,32.5,24.3,28.4,1.0,220.0,91.0
2014,6,5,1.0,31.8,25.8,28.8,1.0,110.0,82.0
2014,6,6,-1.0,34.9,25.0,29.95,2.0,340.0,76.0
2014,6,7,0.0,34.5,25.0,29.75,1.0,220.0,74.0
2014,6,8,-1.0,34.3,26.2,30.25,1.0,220.0,77.0
2014,6,9,49.8,34.6,25.0,29.8,1.0,220.0,81.0
2014,6,10,16.1,29.5,25.8,27.65,1.0,340.0,91.0
2014,6,11,7.1,31.4,25.5,28.45,1.0,220.0,92.0
2014,6,12,16.5,31.7,24.6,28.15,2.0,220.0,87.0
2014,6,13,-1.0,30.0,26.0,28.0,1.0,200.0,87.0
